category,message,uz-UZ,oz-UZ,ru-RU,en-US,kk-UZ,tg-TG,kz-KZ,tm-TM,kg-KG
app,"Citation Quota","Iqtiboslar ulushi","Иқтибослар улуши","Доля цитирований",,,,,,
app,"Cite Percent","Iqtibos foizi","Иқтибос фоизи","Процент цитирования","Cite Percent",,,,,
app,Citizenship,Fuqarolik,Фуқаролик,Гражданство,,,,,,
app,"Citizenship Name",Fuqarolik,Фуқаролик,Гражданство,Citizenship,,,,,
app,"Citizenship Type","Fuqarolik turi","Фуқаролик тури","Вид гражданство","Citizenship Type",,,,,
app,Classifier,Klassifikator,Классификатор,Классификатор,,,,,,
app,"Classifier {classifier} not found in HEMIS API","Klassifikator {classifier} HEMIS API da topilmadi","Классификатор {classifier} HEMIS API да топилмади","Классификатор {classifier} не нейден в HEMIS API",,,,,,
app,"Classifier Model not found","Klassifikator obyekti topilmadi","Классификатор объекти топилмади","Объект классификатора не найден",,,,,,
app,Classifiers,Klassifikatorlar,Классификаторлар,Классификаторы,,,,,,
app,"Classifiers and classifier options","Klassifikatorlar va ma'lumotlari","Классификаторлар ва маълумотлари","Классификаторы и данные",,,,,,
app,"Clean Cache","Keshni tozalash","Кэшни тозалаш","Очистить кэш",,,,,,
app,"Clean Trash","Korzinani tozalash","Корзинани тозалаш","Очистить корзину",,,,,,
app,"Clear All Messages","Barcha xabarlarni tozalash","Барча хабарларни тозалаш","Очистить все сообщения",,,,,,
app,"Clear Cache","Keshni tozalash","Кэшни тозалаш","Очистить кэш",,,,,,
app,"Clear Filter",Tozalash,Тозалаш,Очистить,,,,,,
app,"Client ID","Kliyent ID","Клиент ID","ID Клиента","Client ID",,,,,
app,"Client Secret","Kliyent maxfiy kodi","Клиент махфий коди","Секретный код клиента","Client Secret Code",,,,,
app,Close,Yopish,Ёпиш,Закрыть,,,,,,
app,Code,Kod,Код,Код,,,,,,
app,Coef,Koef.,Коэф.,Коэф.,,,,,,
app,Coefficient,Koeffisient,Коэффициент,Коэффициент,,,,,,
app,"Coefficient of Increased Contract",Koeffisient,Коэффициент,Коэффициент,,,,,,
app,"Coefficient of Increased Contract [{code}] created successfully","Oshirilga kontrakt koeffsienti [{code}] muvaffaqiyatli yaratildi","Оширилган контракт коэффициенти [{code}] муваффақиятли яратилди","Коэффициент повышенного контракта [{code}] успешно создан",,,,,,
app,"Coefficient of Increased Contract [{code}] is deleted successfully","Oshirilgan kontrakt koeffisienti [{code}] muvaffaqiyatli o'chirildi","Оширилган контракт коэффициенти [{code}] муваффақиятли ўчирилди","Коэффициент повышенного контракта [{code}] успешно удален",,,,,,
app,"Coefficient of Increased Contract [{code}] updated successfully","Oshirilgan kontrakt koeffisienti [{code}] muvaffaqiyatli o'zgartirildi","Оширилган контракт коэффициенти [{code}] муваффақиятли ўзгартирилди","Коэффициент повышенного контракта [{code}] успешно обновлен",,,,,,
app,"Coefficient of Outside Activity  [{code}] created successfully","Tashqi yuklama koeffisiyenti [{code}] muvaffaqiyatli yaratildi","Ташқи юклама коэффициенти [{code}] муваффақиятли яратилди","Коэффициент внеаудиторной нагрузки [{code}] успешно создан","Coefficient of Outside Activity  [{code}] created successfully",,,,,
app,"Coefficient of Outside Activity [{code}] is deleted successfully","Tashqi yuklama koeffisiyenti [{code}] muvaffaqiyatli o'chirildi","Ташқи юклама коэффициенти [{code}] муваффақиятли ўчирилди","Коэффициент внеаудиторной нагрузки [{code}] успешно удален","Coefficient of Outside Activity [{code}] is deleted successfully",,,,,
app,"Coefficient of Outside Activity  [{code}] updated successfully","Tashqi yuklama koeffisiyenti [{code}] muvaffaqiyatli o'zgartirildi","Ташқи юклама коэффициенти [{code}] муваффақиятли ўзгартирилди","Коэффициент внеаудиторной нагрузки [{code}] успешно изменен","Coefficient of Outside Activity  [{code}] updated successfully",,,,,
app,"Column [{column}] of the table [{name}] is disabled","[{name}] jadvalining [{column}] ustuni yopildi","[{name}] жадвалнинг [{column}] устуни ёпилди","Столбец [{column}] таблицы [{name}] выключен",,,,,,
app,"Column [{column}] of the table [{name}] is enabled","[{name}] jadvalining [{column}] ustuni ochildi","[{name}] жадвалнинг [{column}] устуни очилди","Столбец [{column}] таблицы [{name}] включен",,,,,,
app,"Column [{column}] of the table [{name}] with [{id}] is toggled","[{id}] raqamli [{name}] jadvalining [{column}] ustuni o‘zgartirildi","[{id}] рақамли [{name}] жадвалининг [{column}] устуни ўзгартирилди","Столбец [{column}] таблицы [{name}] с номеров [{id}]  успешно изменен",,,,,,
app,Comment,Izoh,Изоҳ,Комментарий,,,,,,
app,"Common Settings","Umumiy sozlamalar","Умумий созламалар","Общие настройки",,,,,,
app,"Company Name","Korxona (OTM) nomi","Корхона (ОТМ) номи","Название организации (ВУЗ)","Company (HEI) Name",,,,,
app,"Competition date","Tanlov sanasi","Танлов санаси","Дата отбора",,,,,,
app,"Competition document","Kengash qarori, raqami va sanasi","Кенгаш қарори, рақами ва санаси","Решение Совета, номер и дата",,,,,,
app,"Competition position","Tanlov lavozimi","Танлов лавозими","Должность отбора",,,,,,
app,Completed,Tugallangan,Тугалланган,Завершено,Completed,,,,,
app,Compose,"Xabar yaratish","Хабар яратиш","Создать сообщение",,,,,,
app,"Compose New Message","Yangi xabar yaratish","Янги хабар яратиш","Создать новое сообщение",,,,,,
app,"Conduction Form","Dars o'tish shakli","Дарс ўтиш шакли","Форма проведения занятий","Class delivery Form",,,,,
app,Configuration,Konfiguratsiya,Конфигурация,Конфигурация,,,,,,
app,"Configuration updated successfully","Konfiguratsiya muvaffaqiyatli o‘zgartirildi","Конфигурация муваффақиятли ўзгартирилди","Конфигурация успешно обновлена",,,,,,
app,"Confirmation does not match","Tasdiqlash mos kelmadi","Тасдиқлаш мос келмади","Подтверждение не совпадает",,,,,,
app,Contact,Kontakt,Контакт,Контакт,,,,,,
app,Contacts,Kontaktlar,Контактлар,Контакты,,,,,,
app,"Cont. Debtor",K.qarzdor,К.қарздор,К.долг,C.Debtor,,,,,
app,Content,Tarkib,Таркиб,Содержание,,,,,,
app,"Content R","R tarkibi","R таркиби","Содержание R",,,,,,
app,Contingent,Kontingent,Контингент,Контингент,,,,,,
app,"Continue End Date","O'qish tugash sanasi (hozirgi OTM)","Ўқиш тугаш санаси (ҳозирги ОТМ)","Дата окончания (Данный вуз)","End Date of Study (Current HEI)",,,,,
app,"Continue Start Date","O'qish boshlanish sanasi (hozirgi OTM)","Ўқиш бошланиш санаси (ҳозирги ОТМ)","Дата начало обучения (данный ВУЗ)","Start Date of study (Current HEI)",,,,,
app,Contract,Shartnomalarim,Шартномаларим,"Мои контракты",,,,,,
app,"Contract #","Kontrakt №","Контракт №","Контракт №","Contract #",,,,,
app,"Contract Amount","Jami summa","Жами сумма","Всего сумма","Contract Amount",,,,,
app,"Contract can not delete","To'lov summasi bo'lganligi uchu shartnomani o'chirib bo'lmaydi","Тўлов суммаси бўлганлиги учун шартномани ўчириб бўлмайди","Контракт не может быть удален из-за суммы платежа","Contract cannot be deleted due to the amount of the payment",,,,,
app,"Contract Class","Shartnoma toifasi","Шартнома тоифаси","Категория контракта","Contract Category",,,,,
app,"Contract [{code}] is deleted successfully","Shartnoma [{code}] muvaffaqiyatli o'chiriuldi","Шартнома [{code}] муваффақиятли ўчирилди","Контракт [{code}] успешно удален","Contract [{code}] is deleted successfully",,,,,
app,"Contract Currency",Valyuta,Валюта,Валюта,,,,,,
app,"Contract Data","Asos hujjati","Асос ҳужжати",Основание,Document,,,,,
app,"Contract Date","Kontrakt sanasi","Контракт санаси","Дата контракта",,,,,,
app,contractDebitSum,"Kontrakt qarzdorligi","Контракт қарздорлиги","Долг по контракту",ContractDebitSum,,,,,
app,"Contract Debt","Kont. qarz","Конт. қарз","Конт. задол.","Contract Debt",,,,,
